,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1155,1155,3.0,0.46129998564720154,"work, product, well, problem, return, item, box, screen, bad, battery","['great', 'year', 'old', 'removable', 'battery', 'sd', 'slot', 'great', 'display', 'powerful', 'spec', 'big', 'hand', 'look', 'amazing', 'removable', 'battery', 'feature', 'mean', 'problem', 'future', 'battery', 'wear', 'planning', 'model', 'android', 'long', 'support', 'pro', 'removable', 'battery', 'instant', 'new', 'battery', 'core', 'processor', 'ram', 'con', 'problem', 'slot', 'problem', 'burn', 'new', 'software', 'update', 'slow', 'turn', 'feature', 'root', 'plastic', 'look', 'remove', 'certain', 'software', 'one', 'att']"
1156,1156,3.0,0.588699996471405,"work, product, well, problem, return, item, box, screen, bad, battery","['battery', 'condition', 'fact', 'buy', 'new', 'battery', 'annoying', 'state', 'battery', 'include', 'additional', 'battery', 'great', 'deal', 'bit', 'pay', 'purchase', 'second', 'seller', 'day', 'brand', 'new', 'battery', 'charge', 'rapidly', 'delpete', 'charge', 'return', 'next', 'week', 'suffer', 'faulty', 'product', 'impress', 'cost', 'neatly', 'work', 'well']"
1157,1157,1.0,0.47360000014305115,"buy, price, fast, really, give, love, look, money, day, quality","['problem', 'online', 'find', 'support', 'center', 'fix', 'issue', 'claim', 'local', 'support', 'center', 'repair', 'detail', 'send', 'drop', 'package', 'store', 'reach', 'time', 'email', 'fix', 'problem', 'send', 'back', 'give', 'status', 'deliver', 'package', 'front', 'door', 'find', 'call', 'give', 'address', 'door', 'number', 'search', 'name', 'public', 'record', 'deliver', 'address', 'believe', 'correct', 'address', 'call', 'night', 'minute', 'question', 'acknowledge', 'person', 'claim', 'ask', 'problem', 'able', 'understand', 'able', 'call', 'boss', 'worser', 'finally', 'business', 'day', 'complete', 'investigation', 'live', 'long', 'ask', 'give', 'temporary', 'amusing', 'way', 'call', 'business', 'day', 'pick', 'day', 'tone', 'suggest', 'call', 'early', 'felt', 'treat', 'customer', 'dog', 'empathy', 'customer', 'give', 'update', 'call', 'whole', 'story', 'time', 'acknowledge', 'cause', 'problem', 'give', 'wrong', 'address', 'feel', 'customer', 'error', 'call', 'today', 'day', 'claim', 'create', 'dispute', 'day', 'ago', 'coincide', 'call', 'last', 'business', 'day', 'check', 'status', 'tone', 'mean', 'hell', 'call', 'terribly', 'surprised', 'claim', 'day', 'complain', 'put', 'hold', 'check', 'truth', 'statement', 'minute', 'wait', 'disconnect', 'curtesy', 'call', 'back', 'call', 'hour', 'explain', 'problem', 'give', 'simple', 'irritate', 'statement', 'instead', 'write', 'review']"
1158,1158,1.0,0.5412999987602234,"buy, price, fast, really, give, love, look, money, day, quality","['bad', 'verizon', 'sell', 'deceptively', 'people', 'never', 'offer', 'exchange', 'year', 'complaint', 'poor', 'connection', 'hardware', 'buyer', 'aware']"
1159,1159,1.0,0.42100000381469727,"buy, price, fast, really, give, love, look, money, day, quality","['appear', 'cause', 'lcd', 'fail', 'numerous', 'complaint', 'youtube', 'issue', 'one', 'fail', 'request', 'full', 'refund']"
1160,1160,3.0,0.44600000977516174,"work, product, well, problem, return, item, box, screen, bad, battery","['reboot', 'several', 'time', 'finally', 'week', 'ago', 'screen', 'black', 'screen', 'none', 'screen', 'problem', 'last', 'disappointed', 'quality', 'product']"
1161,1161,3.0,0.424699991941452,"work, product, well, problem, return, item, box, screen, bad, battery","['different', 'blast', 'feature', 'provide', 'memory', 'flexibility']"
1162,1162,3.0,0.6215999722480774,"work, product, well, problem, return, item, box, screen, bad, battery","['still', 'freeze', 'application', 'work', 'close', 'unexpectedly', 'feature', 'hard', 'work']"
1163,1163,3.0,0.7293000221252441,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'straighttalk']"
1164,1164,2.0,0.5321000218391418,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['bad', 'ever', 'less', 'year', 'replacement', 'device', 'week']"
1165,1165,3.0,0.7621999979019165,"work, product, well, problem, return, item, box, screen, bad, battery","['well', 'camera', 'focus', 'next', 'sound', 'great']"
1166,1166,3.0,0.5156999826431274,"work, product, well, problem, return, item, box, screen, bad, battery","['switch', 'android', 'work', 'year', 'far', 'spend', 'hour', 'learn', 'far', 'figure', 'remove', 'app', 'way', 'remove', 'developer', 'mode', 'violate', 'warranty', 'hear', 'ring', 'automatically', 'sync', 'gmail', 'contact', 'email', 'though', 'set', 'account', 'junk', 'mail', 'still', 'figure', 'sync', 'music', 'usability', 'small', 'size', 'music', 'app', 'actually', 'work', 'hard']"
1167,1167,3.0,0.617900013923645,"work, product, well, problem, return, item, box, screen, bad, battery","['purchase', 'receive', 'yesterday', 'activate', 'replacement', 'basic', 'plan', 'tell', 'device', 'longer', 'support', 'verizon', 'call', 'purchase', 'verify', 'work']"
1168,1168,1.0,0.47600001096725464,"buy, price, fast, really, give, love, look, money, day, quality","['look', 'instruction', 'set', 'place', 'carrier', 'verizon', 'store', 'inform', 'sims', 'card', 'unusable', 'help', 'return']"
1169,1169,1.0,0.5428000092506409,"buy, price, fast, really, give, love, look, money, day, quality","['font', 'size', 'texting', 'way', 'small', 'set', 'large', 'half', 'size', 'convoy', 'realize', 'old', 'people', 'buy', 'large', 'text', 'size', 'crappy', 'buy', 'smart', 'pay', 'additional', 'fee', 'aside', 'basically', 'convoy', 'pocket', 'texting']"
1170,1170,1.0,0.5658000111579895,"buy, price, fast, really, give, love, look, money, day, quality","['dissatisfied', 'customer', 'buy', 'new', 'screen', 'scratch', 'screw', 'back', 'mess', 'memory', 'unhappy', 'buy', 'thing', 'never', 'still', 'customer', 'never', 'purchase', 'cell', 'amazon']"
1171,1171,1.0,0.5771999955177307,"buy, price, fast, really, give, love, look, money, day, quality","['terrible', 'practically', 'hear']"
1172,1172,3.0,0.6388000249862671,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'replace', 'disabled', 'brother', 'fail', 'begin', 'activation', 'process', 'verizon', 'receive', 'notice', 'verizon', 'longer', 'support', 'frustrating']"
1173,1173,1.0,0.8881999850273132,"buy, price, fast, really, give, love, look, money, day, quality","['solid', 'pocket', 'abuse', 'drop', 'container', 'water']"
1174,1174,3.0,0.5325999855995178,"work, product, well, problem, return, item, box, screen, bad, battery","['replace', 'cause', 'fast', 'really', 'bluetooth', 'headset', 'problem', 'stay', 'connect', 'sure', 'headset', 'note', 'air', 'connection', 'issue']"
1175,1175,3.0,0.717199981212616,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'horse', 'rugged', 'well', 'emergency', 'house']"
1176,1176,3.0,0.6593000292778015,"work, product, well, problem, return, item, box, screen, bad, battery","['sell', 'refusing', 'return', 'carrier', 'verizon', 'long', 'support', 'buy']"
1177,1177,3.0,0.6632000207901001,"work, product, well, problem, return, item, box, screen, bad, battery","['small', 'size', 'front', 'send', 'text', 'hard', 'small']"
1178,1178,3.0,0.8125,"work, product, well, problem, return, item, box, screen, bad, battery","['compatible', 'return', 'back']"
1179,1179,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
1180,1180,3.0,0.438400000333786,"work, product, well, problem, return, item, box, screen, bad, battery","['delivery', 'aspect', 'order', 'fine', 'unfortunately', 'buy', 'account', 'work', 'network', 'though', 'suppose']"
1181,1181,1.0,0.6791999936103821,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'beat', 'price', 'cellular', 'retailer']"
1182,1182,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
1183,1183,3.0,0.45500001311302185,"work, product, well, problem, return, item, box, screen, bad, battery","['prefered', 'original', 'convoy', 'poor', 'speaker', 'poor', 'volume', 'reseller', 'unresponsive', 'email', 'regard', 'miss', 'dust', 'cover']"
1184,1184,3.0,0.5570999979972839,"work, product, well, problem, return, item, box, screen, bad, battery","['far', 'issue', 'upgrade', 'way', 'convoy', 'button', 'bit', 'small', 'prefer', 'offer', 'extend', 'battery']"
1185,1185,3.0,0.6682999730110168,"work, product, well, problem, return, item, box, screen, bad, battery","['product', 'work', 'fine', 'first', 'week', 'hear', 'worked', 'time', 'short', 'period', 'week', 'find', 'return']"
1186,1186,1.0,0.8726000189781189,"buy, price, fast, really, give, love, look, money, day, quality","['poor', 'button', 'layout', 'side', 'button']"
1187,1187,3.0,0.4758000075817108,"work, product, well, problem, return, item, box, screen, bad, battery","['perfect', 'data', 'verizon', 'plan']"
1188,1188,2.0,0.638700008392334,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['less', 'week', 'notice', 'front', 'screen', 'break', 'cause', 'break', 'screen', 'protector', 'arrive', 'thing', 'hold', 'glass', 'together']"
1189,1189,3.0,0.75,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'fine']"
1190,1190,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['advertise']
1191,1191,2.0,0.7342000007629395,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['flip', 'tough']"
1192,1192,3.0,0.5205000042915344,"work, product, well, problem, return, item, box, screen, bad, battery","['send', 'back', 'speaker', 'terrible', 'sure', 'stuff', 'plain', 'bad', 'speaker', 'stink', 'compare', 'old', 'tone', 'create', 'impression', 'call', 'drop', 'begin', 'speak', 'feel', 'first', 'word', 'miss', 'still', 'suck', 'hard', 'open', 'hand', 'pit', 'button', 'operate', 'shortcut', 'disabled', 'stick', 'enough', 'time', 'open', 'activate', 'find', 'least', 'annoying', 'thing', 'activate', 'choose', 'stopwatch', 'pain', 'volume', 'button', 'place', 'operate', 'call', 'perch', 'fingertip', 'proud', 'enough', 'cheek', 'constantly', 'depress', 'button', 'talk', 'speaker', 'stick', 'enough', 'talk', 'depressed', 'switching', 'call', 'speaker', 'change', 'volume', 'must', 'confirm', 'hear', 'ringer', 'volume', 'change', 'look', 'set', 'change', 'master', 'volume', 'volume', 'point', 'simple', 'thing', 'joke', 'save']"
1193,1193,3.0,0.41510000824928284,"work, product, well, problem, return, item, box, screen, bad, battery","['lasted', 'year', 'screen', 'blank', 'contact', 'replace', 'pay', 'replacement', 'tell', 'pay', 'full', 'price', 'new', 'year', 'verizon', 'update', 'available', 'explain', 'upgrade', 'replace', 'able', 'help', 'suggest', 'buy', 'give', 'day', 'refund', 'return']"
1194,1194,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
1195,1195,3.0,0.5705999732017517,"work, product, well, problem, return, item, box, screen, bad, battery","['difficulty', 'order', 'recharge', 'frequently', 'sometime', 'fail', 'ring', 'alert', 'incoming', 'call', 'therefore', 'lighting', 'flip', 'open']"
1196,1196,3.0,0.7290999889373779,"work, product, well, problem, return, item, box, screen, bad, battery","['tough', 'little']"
1197,1197,2.0,0.4909000098705292,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['daughter', 'back', 'pocket', 'crack', 'front', 'plastic', 'cover', 'display', 'display', 'fine', 'cover', 'break', 'find', 'replacement', 'suppose', 'extra', 'durable', 'average', 'average', 'average', 'feature', 'ok', 'far', 'call', 'spectacular', 'average']"
1198,1198,3.0,0.6703000068664551,"work, product, well, problem, return, item, box, screen, bad, battery","['let', 'dial', 'recieve', 'long', 'distance', 'call', 'frustrating']"
1199,1199,1.0,0.3596999943256378,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'cheap', 'flip', 'idea', 'writing', 'review', 'product', 'end', 'user', 'already', 'switch', 'smartphone', 'month', 'big', 'step', 'man', 'move', 'job', 'fill', 'basic', 'simpleton']"
1200,1200,2.0,0.41679999232292175,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['item', 'describe']"
1201,1201,3.0,0.7498999834060669,"work, product, well, problem, return, item, box, screen, bad, battery","['handle', 'bad']"
1202,1202,0.0,0.7447999715805054,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['exceeded', 'expectation']"
1203,1203,3.0,0.40689998865127563,"work, product, well, problem, return, item, box, screen, bad, battery","['terrible', 'work', 'texte', 'font', 'size', 'setting', 'change', 'help', 'convoy', 'send', 'waste', 'week', 'back', 'tell', 'fix', 'return', 'different', 'replace', 'twice']"
1204,1204,3.0,0.5828999876976013,"work, product, well, problem, return, item, box, screen, bad, battery","['contract', 'tell', 'replacement', 'lose', 'activation', 'fee', 'contract']"
1205,1205,3.0,0.830299973487854,"work, product, well, problem, return, item, box, screen, bad, battery","['hold', 'charge', 'long', 'send', 'picture', 'email', 'address', 'problem', 'flip', 'top', 'send', 'picture', 'hold', 'charge', 'long', 'less', 'day', 'pay', 'problem']"
1206,1206,3.0,0.6541000008583069,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'guy', 'keep', 'turn', 'put', 'account', 'defective']"
1207,1207,3.0,0.40459999442100525,"work, product, well, problem, return, item, box, screen, bad, battery","['late', 'model', 'sturdy', 'well', 'flip', 'last', 'long', 'contract', 'expire']"
1208,1208,3.0,0.7437000274658203,"work, product, well, problem, return, item, box, screen, bad, battery","['disappointed', 'purchase', 'month', 'aware', 'purchasing']"
1209,1209,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
1210,1210,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['satisfied']
1211,1211,3.0,0.5799999833106995,"work, product, well, problem, return, item, box, screen, bad, battery","['great', 'far', 'rugged', 'dumb', 'market']"
1212,1212,3.0,0.8485999703407288,"work, product, well, problem, return, item, box, screen, bad, battery","['support', 'verizon', 'contract', 'plan', 'account', 'disappoint', 'verizon', 'activate', 'smart', 'regular', 'consumer', 'contract', 'account']"
1213,1213,3.0,0.3889999985694885,"work, product, well, problem, return, item, box, screen, bad, battery","['month', 'outdoor', 'job', 'site', 'state', 'sale', 'pitch', 'problem', 'position', 'bad', 'pick', 'well', 'position', 'strong', 'claim', 'last', 'condition', 'last', 'year', 'already', 'crack', 'front', 'screen', 'difficult', 'figure', 'voice', 'command', 'shut', 'voice', 'thing', 'still', 'holler', 'battery', 'low', 'battery', 'charge', 'low', 'battery', 'thing', 'minute', 'charge', 'shut', 'button', 'suck', 'constantly', 'hit', 'wrong', 'one', 'accidentally', 'open', 'free', 'else', 'worth', 'buck', 'crazy']"
1214,1214,3.0,0.4097000062465668,"work, product, well, problem, return, item, box, screen, bad, battery","['verizon', 'refuse', 'put', 'display', 'store', 'check', 'order', 'put', 'turn', 'find', 'contact', 'show', 'key', 'always', 'stay', 'lock', 'unlock', 'back', 'cover', 'feel', 'rugged', 'seal', 'feel', 'compare', 'witch', 'true', 'mill', 'spec', 'feel', 'strong', 'convoy', 'buy', 'call', 'ask', 'restock', 'charge', 'display', 'ask', 'waver', 'restock', 'charge', 'call', 'note', 'account', 'account', 'new', 'customer', 'must', 'firm', 'agent', 'buy']"
1215,1215,3.0,0.4878999888896942,"work, product, well, problem, return, item, box, screen, bad, battery","['far', 'flip', 'thing', 'market', 'find', 'like', 'touch', 'screen', 'reliable', 'tend', 'fragile', 'construction', 'operation', 'unfortunate', 'development', 'flip', 'halt', 'thing', 'really', 'great', 'little', 'bit', 'research', 'development', 'put', 'purpose', 'cell', 'load', 'functionality', 'stand', 'beat', 'however', 'water_proof', 'depth', 'button', 'customization', 'extremely', 'annoying', 'flip', 'find', 'still', 'near']"
1216,1216,1.0,0.5389000177383423,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'replace', 'convoy', 'font', 'huge', 'menu', 'texte', 'font', 'unreadable', 'tough', 'shame', 'return', 'tiny', 'detail']"
